Vardas              Pavardess           Galutinis vidurkis  Galutine mediana    
Vardas7687          Pavarde7687         5.00                4.00                
Vardas1662          Pavarde1662         5.00                6.00                
Vardas6141          Pavarde6141         5.00                5.00                
Vardas6959          Pavarde6959         5.00                5.00                
Vardas6969          Pavarde6969         5.00                5.00                
Vardas1217          Pavarde1217         5.00                8.00                
Vardas6349          Pavarde6349         5.00                4.00                
Vardas1450          Pavarde1450         5.00                5.00                
Vardas8340          Pavarde8340         5.00                5.00                
Vardas7057          Pavarde7057         5.00                5.00                
Vardas1086          Pavarde1086         5.00                5.00                
Vardas4910          Pavarde4910         5.00                6.00                
Vardas6468          Pavarde6468         5.00                4.00                
Vardas7091          Pavarde7091         5.00                6.00                
Vardas7096          Pavarde7096         5.00                7.00                
Vardas1470          Pavarde1470         5.00                8.00                
Vardas777           Pavarde777          5.00                5.00                
Vardas3468          Pavarde3468         5.00                3.00                
Vardas7120          Pavarde7120         5.00                4.00                
Vardas1558          Pavarde1558         5.00                5.00                
Vardas7413          Pavarde7413         5.00                4.00                
Vardas5593          Pavarde5593         5.00                5.00                
Vardas6275          Pavarde6275         5.00                4.00                
Vardas7387          Pavarde7387         5.00                3.00                
Vardas1512          Pavarde1512         5.00                10.00               
Vardas7333          Pavarde7333         5.00                4.00                
Vardas7327          Pavarde7327         5.00                8.00                
Vardas4887          Pavarde4887         5.00                6.00                
Vardas1410          Pavarde1410         5.00                5.00                
Vardas8529          Pavarde8529         5.00                6.00                
Vardas1919          Pavarde1919         5.00                3.00                
Vardas1941          Pavarde1941         5.00                6.00                
Vardas5126          Pavarde5126         5.00                5.00                
Vardas569           Pavarde569          5.00                5.00                
Vardas2642          Pavarde2642         5.00                10.00               
Vardas8601          Pavarde8601         5.00                6.00                
Vardas9621          Pavarde9621         5.00                5.00                
Vardas9613          Pavarde9613         5.00                4.00                
Vardas536           Pavarde536          5.00                5.00                
Vardas4517          Pavarde4517         5.00                3.00                
Vardas9519          Pavarde9519         5.00                3.00                
Vardas2078          Pavarde2078         5.00                5.00                
Vardas2091          Pavarde2091         5.00                5.00                
Vardas2124          Pavarde2124         5.00                3.00                
Vardas6718          Pavarde6718         5.00                4.00                
Vardas9769          Pavarde9769         5.04                8.00                
Vardas7036          Pavarde7036         5.04                4.00                
Vardas1745          Pavarde1745         5.04                3.00                
Vardas7624          Pavarde7624         5.04                9.00                
Vardas2090          Pavarde2090         5.04                8.00                
Vardas3311          Pavarde3311         5.04                3.00                
Vardas622           Pavarde622          5.04                9.00                
Vardas9859          Pavarde9859         5.04                6.00                
Vardas9865          Pavarde9865         5.04                2.00                
Vardas8885          Pavarde8885         5.04                8.00                
Vardas7401          Pavarde7401         5.04                6.00                
Vardas3140          Pavarde3140         5.04                7.00                
Vardas5389          Pavarde5389         5.04                8.00                
Vardas6612          Pavarde6612         5.04                6.00                
Vardas4283          Pavarde4283         5.04                7.00                
Vardas1909          Pavarde1909         5.04                2.00                
Vardas5905          Pavarde5905         5.04                8.00                
Vardas2989          Pavarde2989         5.04                4.00                
Vardas9335          Pavarde9335         5.04                4.00                
Vardas544           Pavarde544          5.04                2.00                
Vardas4386          Pavarde4386         5.04                7.00                
Vardas9793          Pavarde9793         5.04                6.00                
Vardas8709          Pavarde8709         5.04                7.00                
Vardas5228          Pavarde5228         5.04                8.00                
Vardas3744          Pavarde3744         5.04                8.00                
Vardas4716          Pavarde4716         5.04                8.00                
Vardas7163          Pavarde7163         5.04                2.00                
Vardas4864          Pavarde4864         5.04                7.00                
Vardas9604          Pavarde9604         5.04                7.00                
Vardas5804          Pavarde5804         5.04                7.00                
Vardas7488          Pavarde7488         5.04                5.00                
Vardas7181          Pavarde7181         5.04                7.00                
Vardas8365          Pavarde8365         5.04                3.00                
Vardas6283          Pavarde6283         5.04                5.00                
Vardas7554          Pavarde7554         5.04                6.00                
Vardas8723          Pavarde8723         5.04                6.00                
Vardas1110          Pavarde1110         5.04                7.00                
Vardas6632          Pavarde6632         5.04                8.00                
Vardas937           Pavarde937          5.04                7.00                
Vardas3445          Pavarde3445         5.04                7.00                
Vardas6770          Pavarde6770         5.04                5.00                
Vardas5213          Pavarde5213         5.04                2.00                
Vardas9644          Pavarde9644         5.04                8.00                
Vardas7115          Pavarde7115         5.04                7.00                
Vardas8934          Pavarde8934         5.04                7.00                
Vardas566           Pavarde566          5.04                7.00                
Vardas8487          Pavarde8487         5.04                4.00                
Vardas119           Pavarde119          5.04                2.00                
Vardas2863          Pavarde2863         5.04                7.00                
Vardas8394          Pavarde8394         5.04                3.00                
Vardas8228          Pavarde8228         5.04                7.00                
Vardas3208          Pavarde3208         5.04                6.00                
Vardas4919          Pavarde4919         5.04                7.00                
Vardas9734          Pavarde9734         5.04                8.00                
Vardas5622          Pavarde5622         5.04                7.00                
Vardas4875          Pavarde4875         5.04                7.00                
Vardas4731          Pavarde4731         5.04                3.00                
Vardas3248          Pavarde3248         5.04                7.00                
Vardas6297          Pavarde6297         5.04                7.00                
Vardas737           Pavarde737          5.04                5.00                
Vardas6110          Pavarde6110         5.04                6.00                
Vardas8183          Pavarde8183         5.04                6.00                
Vardas1637          Pavarde1637         5.04                4.00                
Vardas9041          Pavarde9041         5.04                8.00                
Vardas5465          Pavarde5465         5.04                8.00                
Vardas1524          Pavarde1524         5.04                7.00                
Vardas8848          Pavarde8848         5.04                2.00                
Vardas7338          Pavarde7338         5.04                7.00                
Vardas3438          Pavarde3438         5.04                4.00                
Vardas5614          Pavarde5614         5.04                3.00                
Vardas2271          Pavarde2271         5.04                3.00                
Vardas3614          Pavarde3614         5.08                4.00                
Vardas5480          Pavarde5480         5.08                6.00                
Vardas8690          Pavarde8690         5.08                5.00                
Vardas7042          Pavarde7042         5.08                5.00                
Vardas4146          Pavarde4146         5.08                5.00                
Vardas831           Pavarde831          5.08                5.00                
Vardas7619          Pavarde7619         5.08                5.00                
Vardas6627          Pavarde6627         5.08                5.00                
Vardas1271          Pavarde1271         5.08                9.00                
Vardas3640          Pavarde3640         5.08                5.00                
Vardas8726          Pavarde8726         5.08                6.00                
Vardas5586          Pavarde5586         5.08                4.00                
Vardas8017          Pavarde8017         5.08                5.00                
Vardas1567          Pavarde1567         5.08                5.00                
Vardas6664          Pavarde6664         5.08                5.00                
Vardas1172          Pavarde1172         5.08                9.00                
Vardas8800          Pavarde8800         5.08                4.00                
Vardas3325          Pavarde3325         5.08                7.00                
Vardas3459          Pavarde3459         5.08                6.00                
Vardas8400          Pavarde8400         5.08                4.00                
Vardas3279          Pavarde3279         5.08                9.00                
Vardas3288          Pavarde3288         5.08                6.00                
Vardas6820          Pavarde6820         5.08                8.00                
Vardas7133          Pavarde7133         5.08                5.00                
Vardas8354          Pavarde8354         5.08                4.00                
Vardas7880          Pavarde7880         5.08                6.00                
Vardas689           Pavarde689          5.08                6.00                
Vardas8446          Pavarde8446         5.08                4.00                
Vardas4112          Pavarde4112         5.08                4.00                
Vardas6731          Pavarde6731         5.08                6.00                
Vardas8449          Pavarde8449         5.08                4.00                
Vardas4311          Pavarde4311         5.08                8.00                
Vardas5195          Pavarde5195         5.08                6.00                
Vardas4689          Pavarde4689         5.08                5.00                
Vardas8390          Pavarde8390         5.08                8.00                
Vardas5462          Pavarde5462         5.08                5.00                
Vardas874           Pavarde874          5.08                6.00                
Vardas2592          Pavarde2592         5.08                5.00                
Vardas1051          Pavarde1051         5.08                6.00                
Vardas1790          Pavarde1790         5.08                4.00                
Vardas9799          Pavarde9799         5.08                5.00                
Vardas9763          Pavarde9763         5.08                4.00                
Vardas2929          Pavarde2929         5.08                5.00                
Vardas1942          Pavarde1942         5.08                4.00                
Vardas4939          Pavarde4939         5.08                5.00                
Vardas4949          Pavarde4949         5.08                5.00                
Vardas9955          Pavarde9955         5.08                5.00                
Vardas590           Pavarde590          5.08                5.00                
Vardas9715          Pavarde9715         5.08                9.00                
Vardas4544          Pavarde4544         5.08                4.00                
Vardas9329          Pavarde9329         5.08                4.00                
Vardas8232          Pavarde8232         5.08                4.00                
Vardas755           Pavarde755          5.08                9.00                
Vardas2172          Pavarde2172         5.08                7.00                
Vardas4263          Pavarde4263         5.08                6.00                
Vardas9536          Pavarde9536         5.08                7.00                
Vardas7965          Pavarde7965         5.08                4.00                
Vardas2789          Pavarde2789         5.08                7.00                
Vardas2128          Pavarde2128         5.08                5.00                
Vardas20            Pavarde20           5.08                6.00                
Vardas9440          Pavarde9440         5.08                6.00                
Vardas2985          Pavarde2985         5.08                5.00                
Vardas804           Pavarde804          5.08                4.00                
Vardas1924          Pavarde1924         5.12                3.00                
Vardas4330          Pavarde4330         5.12                7.00                
Vardas7324          Pavarde7324         5.12                7.00                
Vardas8472          Pavarde8472         5.12                9.00                
Vardas5407          Pavarde5407         5.12                7.00                
Vardas2428          Pavarde2428         5.12                5.00                
Vardas3810          Pavarde3810         5.12                3.00                
Vardas4752          Pavarde4752         5.12                7.00                
Vardas2966          Pavarde2966         5.12                7.00                
Vardas8144          Pavarde8144         5.12                8.00                
Vardas7605          Pavarde7605         5.12                7.00                
Vardas5516          Pavarde5516         5.12                7.00                
Vardas3626          Pavarde3626         5.12                8.00                
Vardas173           Pavarde173          5.12                6.00                
Vardas1186          Pavarde1186         5.12                8.00                
Vardas8152          Pavarde8152         5.12                2.00                
Vardas6564          Pavarde6564         5.12                9.00                
Vardas167           Pavarde167          5.12                6.00                
Vardas138           Pavarde138          5.12                2.00                
Vardas5574          Pavarde5574         5.12                6.00                
Vardas9939          Pavarde9939         5.12                7.00                
Vardas1969          Pavarde1969         5.12                8.00                
Vardas4754          Pavarde4754         5.12                8.00                
Vardas2485          Pavarde2485         5.12                4.00                
Vardas421           Pavarde421          5.12                3.00                
Vardas8752          Pavarde8752         5.12                7.00                
Vardas1835          Pavarde1835         5.12                3.00                
Vardas7952          Pavarde7952         5.12                8.00                
Vardas9282          Pavarde9282         5.12                4.00                
Vardas5019          Pavarde5019         5.12                3.00                
Vardas1713          Pavarde1713         5.12                6.00                
Vardas9101          Pavarde9101         5.12                2.00                
Vardas3760          Pavarde3760         5.12                8.00                
Vardas9637          Pavarde9637         5.12                7.00                
Vardas5884          Pavarde5884         5.12                3.00                
Vardas5318          Pavarde5318         5.12                3.00                
Vardas5143          Pavarde5143         5.12                2.00                
Vardas450           Pavarde450          5.12                7.00                
Vardas893           Pavarde893          5.12                4.00                
Vardas8254          Pavarde8254         5.12                6.00                
Vardas459           Pavarde459          5.12                4.00                
Vardas7082          Pavarde7082         5.12                3.00                
Vardas9332          Pavarde9332         5.12                8.00                
Vardas8498          Pavarde8498         5.12                10.00               
Vardas7984          Pavarde7984         5.12                2.00                
Vardas271           Pavarde271          5.12                3.00                
Vardas8325          Pavarde8325         5.12                4.00                
Vardas9569          Pavarde9569         5.12                8.00                
Vardas5107          Pavarde5107         5.12                6.00                
Vardas5447          Pavarde5447         5.12                3.00                
Vardas3150          Pavarde3150         5.12                8.00                
Vardas5026          Pavarde5026         5.12                4.00                
Vardas3913          Pavarde3913         5.12                7.00                
Vardas6914          Pavarde6914         5.12                3.00                
Vardas9530          Pavarde9530         5.12                7.00                
Vardas8257          Pavarde8257         5.12                8.00                
Vardas8906          Pavarde8906         5.12                6.00                
Vardas3151          Pavarde3151         5.12                8.00                
Vardas9839          Pavarde9839         5.12                7.00                
Vardas7697          Pavarde7697         5.12                4.00                
Vardas4345          Pavarde4345         5.12                7.00                
Vardas8863          Pavarde8863         5.12                7.00                
Vardas517           Pavarde517          5.12                3.00                
Vardas718           Pavarde718          5.12                3.00                
Vardas3894          Pavarde3894         5.12                7.00                
Vardas9437          Pavarde9437         5.12                7.00                
Vardas5202          Pavarde5202         5.12                7.00                
Vardas3281          Pavarde3281         5.12                8.00                
Vardas1500          Pavarde1500         5.16                9.00                
Vardas34            Pavarde34           5.16                10.00               
Vardas6427          Pavarde6427         5.16                8.00                
Vardas1296          Pavarde1296         5.16                9.00                
Vardas5319          Pavarde5319         5.16                10.00               
Vardas8194          Pavarde8194         5.16                5.00                
Vardas7264          Pavarde7264         5.16                6.00                
Vardas9703          Pavarde9703         5.16                4.00                
Vardas5262          Pavarde5262         5.16                5.00                
Vardas1633          Pavarde1633         5.16                6.00                
Vardas3355          Pavarde3355         5.16                5.00                
Vardas3879          Pavarde3879         5.16                5.00                
Vardas9688          Pavarde9688         5.16                5.00                
Vardas3883          Pavarde3883         5.16                2.00                
Vardas7776          Pavarde7776         5.16                6.00                
Vardas801           Pavarde801          5.16                3.00                
Vardas6714          Pavarde6714         5.16                5.00                
Vardas4647          Pavarde4647         5.16                5.00                
Vardas748           Pavarde748          5.16                5.00                
Vardas3990          Pavarde3990         5.16                5.00                
Vardas1984          Pavarde1984         5.16                2.00                
Vardas5709          Pavarde5709         5.16                7.00                
Vardas1692          Pavarde1692         5.16                5.00                
Vardas6656          Pavarde6656         5.16                4.00                
Vardas1741          Pavarde1741         5.16                4.00                
Vardas1996          Pavarde1996         5.16                5.00                
Vardas6788          Pavarde6788         5.16                5.00                
Vardas6780          Pavarde6780         5.16                4.00                
Vardas8441          Pavarde8441         5.16                5.00                
Vardas8454          Pavarde8454         5.16                4.00                
Vardas2445          Pavarde2445         5.16                4.00                
Vardas2459          Pavarde2459         5.16                7.00                
Vardas1795          Pavarde1795         5.16                5.00                
Vardas2491          Pavarde2491         5.16                4.00                
Vardas9910          Pavarde9910         5.16                5.00                
Vardas9893          Pavarde9893         5.16                7.00                
Vardas5803          Pavarde5803         5.16                5.00                
Vardas6172          Pavarde6172         5.16                5.00                
Vardas9826          Pavarde9826         5.16                7.00                
Vardas5139          Pavarde5139         5.16                6.00                
Vardas545           Pavarde545          5.16                5.00                
Vardas4487          Pavarde4487         5.16                6.00                
Vardas115           Pavarde115          5.16                5.00                
Vardas5826          Pavarde5826         5.16                6.00                
Vardas165           Pavarde165          5.16                5.00                
Vardas8616          Pavarde8616         5.16                4.00                
Vardas178           Pavarde178          5.16                5.00                
Vardas251           Pavarde251          5.16                5.00                
Vardas257           Pavarde257          5.16                4.00                
Vardas287           Pavarde287          5.16                2.00                
Vardas2342          Pavarde2342         5.16                5.00                
Vardas8762          Pavarde8762         5.16                2.00                
Vardas4561          Pavarde4561         5.16                5.00                
Vardas7725          Pavarde7725         5.16                5.00                
Vardas5054          Pavarde5054         5.16                5.00                
Vardas8735          Pavarde8735         5.16                7.00                
Vardas2697          Pavarde2697         5.16                1.00                
Vardas4392          Pavarde4392         5.16                6.00                
Vardas4557          Pavarde4557         5.16                5.00                
Vardas8716          Pavarde8716         5.16                5.00                
Vardas6414          Pavarde6414         5.16                6.00                
Vardas5429          Pavarde5429         5.16                4.00                
Vardas1178          Pavarde1178         5.16                5.00                
Vardas7900          Pavarde7900         5.16                6.00                
Vardas3707          Pavarde3707         5.16                6.00                
Vardas9475          Pavarde9475         5.16                5.00                
Vardas525           Pavarde525          5.16                5.00                
Vardas3741          Pavarde3741         5.16                8.00                
Vardas3476          Pavarde3476         5.16                5.00                
Vardas8077          Pavarde8077         5.16                5.00                
Vardas6704          Pavarde6704         5.16                5.00                
Vardas894           Pavarde894          5.16                6.00                
Vardas1377          Pavarde1377         5.16                6.00                
Vardas4868          Pavarde4868         5.16                4.00                
Vardas2748          Pavarde2748         5.16                5.00                
Vardas3310          Pavarde3310         5.20                9.00                
Vardas2406          Pavarde2406         5.20                7.00                
Vardas4893          Pavarde4893         5.20                9.00                
Vardas9619          Pavarde9619         5.20                7.00                
Vardas4608          Pavarde4608         5.20                7.00                
Vardas3730          Pavarde3730         5.20                8.00                
Vardas1908          Pavarde1908         5.20                7.00                
Vardas2175          Pavarde2175         5.20                8.00                
Vardas3941          Pavarde3941         5.20                8.00                
Vardas3739          Pavarde3739         5.20                9.00                
Vardas4559          Pavarde4559         5.20                7.00                
Vardas2861          Pavarde2861         5.20                6.00                
Vardas4023          Pavarde4023         5.20                6.00                
Vardas9771          Pavarde9771         5.20                9.00                
Vardas4168          Pavarde4168         5.20                8.00                
Vardas5427          Pavarde5427         5.20                9.00                
Vardas6869          Pavarde6869         5.20                7.00                
Vardas8668          Pavarde8668         5.20                8.00                
Vardas6388          Pavarde6388         5.20                6.00                
Vardas6470          Pavarde6470         5.20                7.00                
Vardas4538          Pavarde4538         5.20                8.00                
Vardas9670          Pavarde9670         5.20                8.00                
Vardas5689          Pavarde5689         5.20                6.00                
Vardas9513          Pavarde9513         5.20                7.00                
Vardas3918          Pavarde3918         5.20                7.00                
Vardas9971          Pavarde9971         5.20                9.00                
Vardas3004          Pavarde3004         5.20                8.00                
Vardas6218          Pavarde6218         5.20                8.00                
Vardas1482          Pavarde1482         5.20                6.00                
Vardas7028          Pavarde7028         5.20                8.00                
Vardas7542          Pavarde7542         5.20                9.00                
Vardas6158          Pavarde6158         5.20                6.00                
Vardas9549          Pavarde9549         5.20                8.00                
Vardas8288          Pavarde8288         5.20                7.00                
Vardas6572          Pavarde6572         5.20                9.00                
Vardas6892          Pavarde6892         5.20                8.00                
Vardas2793          Pavarde2793         5.20                3.00                
Vardas3435          Pavarde3435         5.20                4.00                
Vardas5013          Pavarde5013         5.20                3.00                
Vardas5324          Pavarde5324         5.20                2.00                
Vardas3952          Pavarde3952         5.20                4.00                
Vardas3034          Pavarde3034         5.20                4.00                
Vardas306           Pavarde306          5.20                4.00                
Vardas4426          Pavarde4426         5.20                3.00                
Vardas930           Pavarde930          5.20                4.00                
Vardas8504          Pavarde8504         5.20                3.00                
Vardas785           Pavarde785          5.20                3.00                
Vardas9319          Pavarde9319         5.20                4.00                
Vardas3671          Pavarde3671         5.20                3.00                
Vardas2094          Pavarde2094         5.20                4.00                
Vardas1636          Pavarde1636         5.20                3.00                
Vardas9133          Pavarde9133         5.20                4.00                
Vardas9841          Pavarde9841         5.20                4.00                
Vardas2109          Pavarde2109         5.20                3.00                
Vardas7403          Pavarde7403         5.20                4.00                
Vardas8960          Pavarde8960         5.20                4.00                
Vardas1375          Pavarde1375         5.20                2.00                
Vardas3071          Pavarde3071         5.20                4.00                
Vardas8103          Pavarde8103         5.20                3.00                
Vardas6400          Pavarde6400         5.20                3.00                
Vardas266           Pavarde266          5.20                4.00                
Vardas546           Pavarde546          5.20                3.00                
Vardas2920          Pavarde2920         5.20                3.00                
Vardas9150          Pavarde9150         5.20                5.00                
Vardas8936          Pavarde8936         5.24                6.00                
Vardas1590          Pavarde1590         5.24                7.00                
Vardas7535          Pavarde7535         5.24                6.00                
Vardas3534          Pavarde3534         5.24                7.00                
Vardas5357          Pavarde5357         5.24                5.00                
Vardas1606          Pavarde1606         5.24                5.00                
Vardas3038          Pavarde3038         5.24                7.00                
Vardas3558          Pavarde3558         5.24                5.00                
Vardas6423          Pavarde6423         5.24                5.00                
Vardas6422          Pavarde6422         5.24                6.00                
Vardas3495          Pavarde3495         5.24                7.00                
Vardas3710          Pavarde3710         5.24                9.00                
Vardas7027          Pavarde7027         5.24                5.00                
Vardas8626          Pavarde8626         5.24                7.00                
Vardas7964          Pavarde7964         5.24                6.00                
Vardas7008          Pavarde7008         5.24                5.00                
Vardas7932          Pavarde7932         5.24                7.00                
Vardas6937          Pavarde6937         5.24                6.00                
Vardas5167          Pavarde5167         5.24                4.00                
Vardas6376          Pavarde6376         5.24                5.00                
Vardas273           Pavarde273          5.24                6.00                
Vardas3524          Pavarde3524         5.24                6.00                
Vardas4446          Pavarde4446         5.24                7.00                
Vardas4312          Pavarde4312         5.24                7.00                
Vardas7596          Pavarde7596         5.24                7.00                
Vardas2111          Pavarde2111         5.24                7.00                
Vardas3527          Pavarde3527         5.24                5.00                
Vardas5576          Pavarde5576         5.24                8.00                
Vardas2471          Pavarde2471         5.24                6.00                
Vardas4458          Pavarde4458         5.24                6.00                
Vardas9152          Pavarde9152         5.24                5.00                
Vardas128           Pavarde128          5.24                5.00                
Vardas4585          Pavarde4585         5.24                7.00                
Vardas9304          Pavarde9304         5.24                2.00                
Vardas1854          Pavarde1854         5.24                4.00                
Vardas904           Pavarde904          5.24                2.00                
Vardas2170          Pavarde2170         5.24                5.00                
Vardas8710          Pavarde8710         5.24                7.00                
Vardas1875          Pavarde1875         5.24                7.00                
Vardas2679          Pavarde2679         5.24                6.00                
Vardas715           Pavarde715          5.24                7.00                
Vardas4397          Pavarde4397         5.24                1.00                
Vardas8510          Pavarde8510         5.24                5.00                
Vardas2550          Pavarde2550         5.24                5.00                
Vardas32            Pavarde32           5.24                5.00                
Vardas3119          Pavarde3119         5.24                9.00                
Vardas4724          Pavarde4724         5.24                6.00                
Vardas3082          Pavarde3082         5.24                6.00                
Vardas5947          Pavarde5947         5.24                5.00                
Vardas3221          Pavarde3221         5.24                5.00                
Vardas1357          Pavarde1357         5.24                5.00                
Vardas7803          Pavarde7803         5.24                5.00                
Vardas8418          Pavarde8418         5.24                6.00                
Vardas5846          Pavarde5846         5.24                5.00                
Vardas3375          Pavarde3375         5.24                6.00                
Vardas5007          Pavarde5007         5.24                6.00                
Vardas4291          Pavarde4291         5.24                6.00                
Vardas3766          Pavarde3766         5.24                6.00                
Vardas4951          Pavarde4951         5.24                6.00                
Vardas7444          Pavarde7444         5.24                6.00                
Vardas6581          Pavarde6581         5.24                7.00                
Vardas6183          Pavarde6183         5.24                6.00                
Vardas8000          Pavarde8000         5.24                5.00                
Vardas7067          Pavarde7067         5.24                6.00                
Vardas2004          Pavarde2004         5.24                4.00                
Vardas3627          Pavarde3627         5.28                8.00                
Vardas5948          Pavarde5948         5.28                7.00                
Vardas9802          Pavarde9802         5.28                9.00                
Vardas5940          Pavarde5940         5.28                9.00                
Vardas3801          Pavarde3801         5.28                8.00                
Vardas809           Pavarde809          5.28                6.00                
Vardas8429          Pavarde8429         5.28                9.00                
Vardas2443          Pavarde2443         5.28                7.00                
Vardas9709          Pavarde9709         5.28                9.00                
Vardas9316          Pavarde9316         5.28                8.00                
Vardas9970          Pavarde9970         5.28                8.00                
Vardas8859          Pavarde8859         5.28                8.00                
Vardas2468          Pavarde2468         5.28                7.00                
Vardas5048          Pavarde5048         5.28                8.00                
Vardas6066          Pavarde6066         5.28                7.00                
Vardas8287          Pavarde8287         5.28                8.00                
Vardas4812          Pavarde4812         5.28                8.00                
Vardas6761          Pavarde6761         5.28                7.00                
Vardas6163          Pavarde6163         5.28                7.00                
Vardas2527          Pavarde2527         5.28                7.00                
Vardas880           Pavarde880          5.28                8.00                
Vardas4163          Pavarde4163         5.28                7.00                
Vardas9908          Pavarde9908         5.28                8.00                
Vardas9880          Pavarde9880         5.28                9.00                
Vardas8675          Pavarde8675         5.28                8.00                
Vardas751           Pavarde751          5.28                8.00                
Vardas7446          Pavarde7446         5.28                7.00                
Vardas6895          Pavarde6895         5.28                7.00                
Vardas5168          Pavarde5168         5.28                8.00                
Vardas8229          Pavarde8229         5.28                9.00                
Vardas2276          Pavarde2276         5.28                4.00                
Vardas963           Pavarde963          5.28                3.00                
Vardas3289          Pavarde3289         5.28                2.00                
Vardas6624          Pavarde6624         5.28                4.00                
Vardas3634          Pavarde3634         5.28                2.00                
Vardas2787          Pavarde2787         5.28                3.00                
Vardas9331          Pavarde9331         5.28                5.00                
Vardas3991          Pavarde3991         5.28                4.00                
Vardas7695          Pavarde7695         5.28                2.00                
Vardas7701          Pavarde7701         5.28                5.00                
Vardas3546          Pavarde3546         5.28                3.00                
Vardas1644          Pavarde1644         5.28                4.00                
Vardas342           Pavarde342          5.28                3.00                
Vardas7471          Pavarde7471         5.28                5.00                
Vardas1853          Pavarde1853         5.28                5.00                
Vardas7048          Pavarde7048         5.28                3.00                
Vardas3694          Pavarde3694         5.28                4.00                
Vardas478           Pavarde478          5.28                4.00                
Vardas902           Pavarde902          5.28                3.00                
Vardas8743          Pavarde8743         5.28                5.00                
Vardas565           Pavarde565          5.28                3.00                
Vardas8014          Pavarde8014         5.28                4.00                
Vardas8691          Pavarde8691         5.28                3.00                
Vardas1187          Pavarde1187         5.28                1.00                
Vardas4055          Pavarde4055         5.28                4.00                
Vardas3022          Pavarde3022         5.28                3.00                
Vardas3605          Pavarde3605         5.28                4.00                
Vardas9252          Pavarde9252         5.28                4.00                
Vardas5047          Pavarde5047         5.28                4.00                
Vardas6102          Pavarde6102         5.28                3.00                
Vardas2657          Pavarde2657         5.28                5.00                
Vardas2486          Pavarde2486         5.28                5.00                
Vardas5103          Pavarde5103         5.28                3.00                
Vardas6776          Pavarde6776         5.28                3.00                
Vardas2938          Pavarde2938         5.28                6.00                
Vardas4253          Pavarde4253         5.28                3.00                
Vardas4017          Pavarde4017         5.32                4.00                
Vardas3637          Pavarde3637         5.32                3.00                
Vardas3285          Pavarde3285         5.32                6.00                
Vardas1068          Pavarde1068         5.32                6.00                
Vardas5416          Pavarde5416         5.32                5.00                
Vardas1118          Pavarde1118         5.32                6.00                
Vardas519           Pavarde519          5.32                7.00                
Vardas1690          Pavarde1690         5.32                10.00               
Vardas7192          Pavarde7192         5.32                5.00                
Vardas5080          Pavarde5080         5.32                3.00                
Vardas431           Pavarde431          5.32                7.00                
Vardas386           Pavarde386          5.32                9.00                
Vardas7257          Pavarde7257         5.32                6.00                
Vardas6296          Pavarde6296         5.32                6.00                
Vardas1431          Pavarde1431         5.32                5.00                
Vardas682           Pavarde682          5.32                3.00                
Vardas4139          Pavarde4139         5.32                6.00                
Vardas2380          Pavarde2380         5.32                4.00                
Vardas7213          Pavarde7213         5.32                7.00                
Vardas9009          Pavarde9009         5.32                4.00                
Vardas233           Pavarde233          5.32                4.00                
Vardas7391          Pavarde7391         5.32                6.00                
Vardas5405          Pavarde5405         5.32                4.00                
Vardas7409          Pavarde7409         5.32                8.00                
Vardas8067          Pavarde8067         5.32                6.00                
Vardas2778          Pavarde2778         5.32                5.00                
Vardas6185          Pavarde6185         5.32                6.00                
Vardas9695          Pavarde9695         5.32                7.00                
Vardas9855          Pavarde9855         5.32                5.00                
Vardas7639          Pavarde7639         5.32                6.00                
Vardas8577          Pavarde8577         5.32                5.00                
Vardas574           Pavarde574          5.32                7.00                
Vardas6585          Pavarde6585         5.32                7.00                
Vardas3478          Pavarde3478         5.32                6.00                
Vardas634           Pavarde634          5.32                5.00                
Vardas7494          Pavarde7494         5.32                8.00                
Vardas3889          Pavarde3889         5.32                8.00                
Vardas3343          Pavarde3343         5.32                7.00                
Vardas2211          Pavarde2211         5.32                6.00                
