Vardas              Pavarde             Galutinis vidurkis  Galutine mediana    
Vardas1063          Pavarde1063         3.92                6.00                
Vardas7255          Pavarde7255         3.92                3.00                
Vardas260           Pavarde260          3.92                8.00                
Vardas4558          Pavarde4558         3.92                2.00                
Vardas4075          Pavarde4075         3.92                3.00                
Vardas7676          Pavarde7676         3.92                8.00                
Vardas2506          Pavarde2506         3.92                7.00                
Vardas2385          Pavarde2385         3.92                4.00                
Vardas486           Pavarde486          3.92                3.00                
Vardas7360          Pavarde7360         3.92                3.00                
Vardas9191          Pavarde9191         3.92                3.00                
Vardas6845          Pavarde6845         3.92                4.00                
Vardas4644          Pavarde4644         3.96                5.00                
Vardas345           Pavarde345          3.96                6.00                
Vardas7521          Pavarde7521         3.96                7.00                
Vardas4618          Pavarde4618         3.96                4.00                
Vardas9057          Pavarde9057         3.96                5.00                
Vardas1000          Pavarde1000         3.96                5.00                
Vardas6180          Pavarde6180         3.96                6.00                
Vardas9169          Pavarde9169         3.96                5.00                
Vardas7631          Pavarde7631         3.96                7.00                
Vardas9447          Pavarde9447         3.96                5.00                
Vardas2478          Pavarde2478         3.96                4.00                
Vardas2705          Pavarde2705         3.96                5.00                
Vardas3417          Pavarde3417         3.96                5.00                
Vardas7741          Pavarde7741         3.96                4.00                
Vardas6129          Pavarde6129         3.96                5.00                
Vardas6649          Pavarde6649         3.96                9.00                
Vardas7315          Pavarde7315         3.96                4.00                
Vardas5332          Pavarde5332         3.96                2.00                
Vardas2497          Pavarde2497         3.96                6.00                
Vardas7408          Pavarde7408         3.96                6.00                
Vardas7692          Pavarde7692         3.96                6.00                
Vardas445           Pavarde445          3.96                6.00                
Vardas8842          Pavarde8842         3.96                5.00                
Vardas8322          Pavarde8322         3.96                6.00                
Vardas2295          Pavarde2295         3.96                6.00                
Vardas216           Pavarde216          3.96                6.00                
Vardas889           Pavarde889          3.96                5.00                
Vardas5502          Pavarde5502         3.96                6.00                
Vardas6662          Pavarde6662         3.96                6.00                
Vardas3719          Pavarde3719         3.96                6.00                
Vardas1656          Pavarde1656         3.96                5.00                
Vardas939           Pavarde939          3.96                5.00                
Vardas1329          Pavarde1329         3.96                9.00                
Vardas8453          Pavarde8453         3.96                5.00                
Vardas8488          Pavarde8488         3.96                7.00                
Vardas8519          Pavarde8519         3.96                5.00                
Vardas617           Pavarde617          3.96                4.00                
Vardas2912          Pavarde2912         3.96                5.00                
Vardas5034          Pavarde5034         3.96                6.00                
Vardas1028          Pavarde1028         3.96                5.00                
Vardas2563          Pavarde2563         3.96                5.00                
Vardas4929          Pavarde4929         3.96                2.00                
Vardas3961          Pavarde3961         3.96                6.00                
Vardas8556          Pavarde8556         3.96                6.00                
Vardas1413          Pavarde1413         3.96                5.00                
Vardas4932          Pavarde4932         3.96                6.00                
Vardas6620          Pavarde6620         3.96                5.00                
Vardas46            Pavarde46           3.96                5.00                
Vardas6210          Pavarde6210         3.96                7.00                
Vardas1156          Pavarde1156         3.96                7.00                
Vardas2384          Pavarde2384         3.96                6.00                
Vardas51            Pavarde51           3.96                4.00                
Vardas268           Pavarde268          3.96                10.00               
Vardas7175          Pavarde7175         3.96                1.00                
Vardas7943          Pavarde7943         3.96                6.00                
Vardas5374          Pavarde5374         3.96                5.00                
Vardas9308          Pavarde9308         3.96                5.00                
Vardas3753          Pavarde3753         3.96                1.00                
Vardas6909          Pavarde6909         3.96                4.00                
Vardas7886          Pavarde7886         3.96                6.00                
Vardas9575          Pavarde9575         3.96                5.00                
Vardas9361          Pavarde9361         3.96                5.00                
Vardas6900          Pavarde6900         3.96                4.00                
Vardas1298          Pavarde1298         3.96                5.00                
Vardas3602          Pavarde3602         4.00                5.00                
Vardas9726          Pavarde9726         4.00                4.00                
Vardas9078          Pavarde9078         4.00                8.00                
Vardas7761          Pavarde7761         4.00                3.00                
Vardas8783          Pavarde8783         4.00                8.00                
Vardas6252          Pavarde6252         4.00                3.00                
Vardas1348          Pavarde1348         4.00                8.00                
Vardas3658          Pavarde3658         4.00                2.00                
Vardas8670          Pavarde8670         4.00                3.00                
Vardas4483          Pavarde4483         4.00                4.00                
Vardas6315          Pavarde6315         4.00                4.00                
Vardas1             Pavarde1            4.00                3.00                
Vardas6352          Pavarde6352         4.00                5.00                
Vardas8828          Pavarde8828         4.00                8.00                
Vardas6187          Pavarde6187         4.00                7.00                
Vardas195           Pavarde195          4.00                2.00                
Vardas6657          Pavarde6657         4.00                4.00                
Vardas2626          Pavarde2626         4.00                7.00                
Vardas9013          Pavarde9013         4.00                3.00                
Vardas3966          Pavarde3966         4.00                3.00                
Vardas1788          Pavarde1788         4.00                3.00                
Vardas3261          Pavarde3261         4.00                4.00                
Vardas5190          Pavarde5190         4.00                4.00                
Vardas4089          Pavarde4089         4.00                9.00                
Vardas9944          Pavarde9944         4.00                7.00                
Vardas234           Pavarde234          4.00                3.00                
Vardas5889          Pavarde5889         4.00                9.00                
Vardas5527          Pavarde5527         4.00                5.00                
Vardas6449          Pavarde6449         4.00                3.00                
Vardas7966          Pavarde7966         4.00                7.00                
Vardas8473          Pavarde8473         4.00                3.00                
Vardas699           Pavarde699          4.00                4.00                
Vardas5396          Pavarde5396         4.00                10.00               
Vardas952           Pavarde952          4.00                7.00                
Vardas6592          Pavarde6592         4.00                5.00                
Vardas6196          Pavarde6196         4.00                8.00                
Vardas4421          Pavarde4421         4.00                3.00                
Vardas1872          Pavarde1872         4.00                3.00                
Vardas7785          Pavarde7785         4.00                10.00               
Vardas7918          Pavarde7918         4.00                7.00                
Vardas7520          Pavarde7520         4.00                3.00                
Vardas8553          Pavarde8553         4.00                7.00                
Vardas4193          Pavarde4193         4.00                2.00                
Vardas7274          Pavarde7274         4.00                6.00                
Vardas5719          Pavarde5719         4.00                10.00               
Vardas7857          Pavarde7857         4.00                4.00                
Vardas6190          Pavarde6190         4.00                2.00                
Vardas1914          Pavarde1914         4.00                8.00                
Vardas384           Pavarde384          4.00                4.00                
Vardas1145          Pavarde1145         4.00                3.00                
Vardas3839          Pavarde3839         4.00                2.00                
Vardas9068          Pavarde9068         4.00                7.00                
Vardas5302          Pavarde5302         4.00                2.00                
Vardas2978          Pavarde2978         4.00                6.00                
Vardas4662          Pavarde4662         4.00                8.00                
Vardas786           Pavarde786          4.00                4.00                
Vardas1963          Pavarde1963         4.00                8.00                
Vardas3517          Pavarde3517         4.00                4.00                
Vardas7670          Pavarde7670         4.00                7.00                
Vardas4834          Pavarde4834         4.00                7.00                
Vardas3949          Pavarde3949         4.00                5.00                
Vardas6541          Pavarde6541         4.00                9.00                
Vardas1433          Pavarde1433         4.00                3.00                
Vardas8635          Pavarde8635         4.00                7.00                
Vardas8638          Pavarde8638         4.00                7.00                
Vardas1365          Pavarde1365         4.00                8.00                
Vardas1982          Pavarde1982         4.00                3.00                
Vardas4879          Pavarde4879         4.00                8.00                
Vardas3651          Pavarde3651         4.04                2.00                
Vardas8747          Pavarde8747         4.04                5.00                
Vardas8173          Pavarde8173         4.04                5.00                
Vardas8786          Pavarde8786         4.04                7.00                
Vardas2611          Pavarde2611         4.04                5.00                
Vardas8804          Pavarde8804         4.04                6.00                
Vardas161           Pavarde161          4.04                6.00                
Vardas4908          Pavarde4908         4.04                6.00                
Vardas3472          Pavarde3472         4.04                4.00                
Vardas2632          Pavarde2632         4.04                5.00                
Vardas2359          Pavarde2359         4.04                6.00                
Vardas6929          Pavarde6929         4.04                3.00                
Vardas2368          Pavarde2368         4.04                5.00                
Vardas6921          Pavarde6921         4.04                6.00                
Vardas3498          Pavarde3498         4.04                5.00                
Vardas5160          Pavarde5160         4.04                4.00                
Vardas7643          Pavarde7643         4.04                5.00                
Vardas9622          Pavarde9622         4.04                6.00                
Vardas1584          Pavarde1584         4.04                5.00                
Vardas8853          Pavarde8853         4.04                7.00                
Vardas2969          Pavarde2969         4.04                4.00                
Vardas415           Pavarde415          4.04                6.00                
Vardas9496          Pavarde9496         4.04                6.00                
Vardas7782          Pavarde7782         4.04                5.00                
Vardas5045          Pavarde5045         4.04                5.00                
Vardas9245          Pavarde9245         4.04                2.00                
Vardas6828          Pavarde6828         4.04                8.00                
Vardas4119          Pavarde4119         4.04                5.00                
Vardas8307          Pavarde8307         4.04                4.00                
Vardas6853          Pavarde6853         4.04                5.00                
Vardas2460          Pavarde2460         4.04                4.00                
Vardas7226          Pavarde7226         4.04                6.00                
Vardas7223          Pavarde7223         4.04                5.00                
Vardas1940          Pavarde1940         4.04                7.00                
Vardas9558          Pavarde9558         4.04                5.00                
Vardas2564          Pavarde2564         4.04                5.00                
Vardas331           Pavarde331          4.04                7.00                
Vardas2942          Pavarde2942         4.04                5.00                
Vardas6365          Pavarde6365         4.04                6.00                
Vardas2561          Pavarde2561         4.04                8.00                
Vardas6516          Pavarde6516         4.04                2.00                
Vardas9571          Pavarde9571         4.04                6.00                
Vardas2827          Pavarde2827         4.04                6.00                
Vardas3887          Pavarde3887         4.04                5.00                
Vardas9214          Pavarde9214         4.04                6.00                
Vardas9587          Pavarde9587         4.04                5.00                
Vardas3259          Pavarde3259         4.04                3.00                
Vardas8517          Pavarde8517         4.04                5.00                
Vardas3723          Pavarde3723         4.04                1.00                
Vardas3968          Pavarde3968         4.04                5.00                
Vardas2246          Pavarde2246         4.04                5.00                
Vardas3892          Pavarde3892         4.04                2.00                
Vardas3188          Pavarde3188         4.04                7.00                
Vardas6993          Pavarde6993         4.04                6.00                
Vardas286           Pavarde286          4.04                6.00                
Vardas8300          Pavarde8300         4.04                4.00                
Vardas8279          Pavarde8279         4.04                5.00                
Vardas6251          Pavarde6251         4.04                5.00                
Vardas3173          Pavarde3173         4.04                5.00                
Vardas317           Pavarde317          4.04                5.00                
Vardas1169          Pavarde1169         4.04                2.00                
Vardas1418          Pavarde1418         4.04                4.00                
Vardas5926          Pavarde5926         4.04                4.00                
Vardas6204          Pavarde6204         4.04                7.00                
Vardas4802          Pavarde4802         4.04                6.00                
Vardas8263          Pavarde8263         4.04                5.00                
Vardas6335          Pavarde6335         4.04                7.00                
Vardas7178          Pavarde7178         4.04                5.00                
Vardas2387          Pavarde2387         4.04                6.00                
Vardas5458          Pavarde5458         4.04                3.00                
Vardas3841          Pavarde3841         4.04                10.00               
Vardas3320          Pavarde3320         4.04                9.00                
Vardas9961          Pavarde9961         4.04                10.00               
Vardas9515          Pavarde9515         4.04                9.00                
Vardas8967          Pavarde8967         4.04                9.00                
Vardas3781          Pavarde3781         4.04                8.00                
Vardas4600          Pavarde4600         4.04                10.00               
Vardas2591          Pavarde2591         4.04                9.00                
Vardas2726          Pavarde2726         4.08                4.00                
Vardas9438          Pavarde9438         4.08                4.00                
Vardas1358          Pavarde1358         4.08                4.00                
Vardas3782          Pavarde3782         4.08                4.00                
Vardas4992          Pavarde4992         4.08                8.00                
Vardas664           Pavarde664          4.08                3.00                
Vardas7428          Pavarde7428         4.08                3.00                
Vardas9383          Pavarde9383         4.08                5.00                
Vardas7685          Pavarde7685         4.08                9.00                
Vardas7766          Pavarde7766         4.08                7.00                
Vardas6865          Pavarde6865         4.08                4.00                
Vardas9099          Pavarde9099         4.08                8.00                
Vardas1554          Pavarde1554         4.08                7.00                
Vardas378           Pavarde378          4.08                2.00                
Vardas7578          Pavarde7578         4.08                9.00                
Vardas2955          Pavarde2955         4.08                2.00                
Vardas9022          Pavarde9022         4.08                4.00                
Vardas1147          Pavarde1147         4.08                4.00                
Vardas3548          Pavarde3548         4.08                4.00                
Vardas8980          Pavarde8980         4.08                4.00                
Vardas2344          Pavarde2344         4.08                4.00                
Vardas7939          Pavarde7939         4.08                8.00                
Vardas7944          Pavarde7944         4.08                5.00                
Vardas4732          Pavarde4732         4.08                8.00                
Vardas8920          Pavarde8920         4.08                4.00                
Vardas6943          Pavarde6943         4.08                8.00                
Vardas6950          Pavarde6950         4.08                4.00                
Vardas9956          Pavarde9956         4.08                8.00                
Vardas8819          Pavarde8819         4.08                8.00                
Vardas171           Pavarde171          4.08                4.00                
Vardas8111          Pavarde8111         4.08                3.00                
Vardas8813          Pavarde8813         4.08                7.00                
Vardas4014          Pavarde4014         4.08                7.00                
Vardas8154          Pavarde8154         4.08                7.00                
Vardas76            Pavarde76           4.08                7.00                
Vardas8258          Pavarde8258         4.08                3.00                
Vardas970           Pavarde970          4.08                3.00                
Vardas6530          Pavarde6530         4.08                4.00                
Vardas4697          Pavarde4697         4.08                6.00                
Vardas6992          Pavarde6992         4.08                4.00                
Vardas3198          Pavarde3198         4.08                3.00                
Vardas3222          Pavarde3222         4.08                4.00                
Vardas3971          Pavarde3971         4.08                8.00                
Vardas4396          Pavarde4396         4.08                2.00                
Vardas9916          Pavarde9916         4.08                4.00                
Vardas5369          Pavarde5369         4.08                2.00                
Vardas5278          Pavarde5278         4.08                7.00                
Vardas2281          Pavarde2281         4.08                7.00                
Vardas5495          Pavarde5495         4.08                8.00                
Vardas5265          Pavarde5265         4.08                7.00                
Vardas2289          Pavarde2289         4.08                6.00                
Vardas8363          Pavarde8363         4.08                3.00                
Vardas5503          Pavarde5503         4.08                8.00                
Vardas2313          Pavarde2313         4.08                5.00                
Vardas4255          Pavarde4255         4.08                8.00                
Vardas5896          Pavarde5896         4.08                8.00                
Vardas6597          Pavarde6597         4.08                4.00                
Vardas4511          Pavarde4511         4.08                4.00                
Vardas6071          Pavarde6071         4.08                8.00                
Vardas2577          Pavarde2577         4.08                7.00                
Vardas5964          Pavarde5964         4.08                9.00                
Vardas5983          Pavarde5983         4.08                8.00                
Vardas1219          Pavarde1219         4.08                8.00                
Vardas907           Pavarde907          4.08                3.00                
Vardas1428          Pavarde1428         4.08                3.00                
Vardas3903          Pavarde3903         4.08                6.00                
Vardas9594          Pavarde9594         4.08                2.00                
Vardas9588          Pavarde9588         4.08                4.00                
Vardas4132          Pavarde4132         4.08                9.00                
Vardas560           Pavarde560          4.08                8.00                
Vardas753           Pavarde753          4.08                3.00                
Vardas7584          Pavarde7584         4.08                3.00                
Vardas9506          Pavarde9506         4.08                8.00                
Vardas7334          Pavarde7334         4.08                4.00                
Vardas7746          Pavarde7746         4.12                2.00                
Vardas7873          Pavarde7873         4.12                2.00                
Vardas4264          Pavarde4264         4.12                3.00                
Vardas8791          Pavarde8791         4.12                2.00                
Vardas764           Pavarde764          4.12                2.00                
Vardas8628          Pavarde8628         4.12                3.00                
Vardas1064          Pavarde1064         4.12                3.00                
Vardas9503          Pavarde9503         4.12                1.00                
Vardas6810          Pavarde6810         4.12                3.00                
Vardas9024          Pavarde9024         4.12                2.00                
Vardas7700          Pavarde7700         4.12                3.00                
Vardas9474          Pavarde9474         4.12                7.00                
Vardas529           Pavarde529          4.12                4.00                
Vardas3822          Pavarde3822         4.12                6.00                
Vardas2711          Pavarde2711         4.12                5.00                
Vardas7092          Pavarde7092         4.12                5.00                
Vardas2587          Pavarde2587         4.12                6.00                
Vardas2530          Pavarde2530         4.12                5.00                
Vardas4741          Pavarde4741         4.12                6.00                
Vardas1149          Pavarde1149         4.12                7.00                
Vardas4065          Pavarde4065         4.12                6.00                
Vardas3161          Pavarde3161         4.12                5.00                
Vardas9273          Pavarde9273         4.12                6.00                
Vardas7614          Pavarde7614         4.12                6.00                
Vardas2339          Pavarde2339         4.12                8.00                
Vardas6003          Pavarde6003         4.12                7.00                
Vardas7915          Pavarde7915         4.12                7.00                
Vardas8847          Pavarde8847         4.12                7.00                
Vardas6303          Pavarde6303         4.12                6.00                
Vardas9448          Pavarde9448         4.12                7.00                
Vardas208           Pavarde208          4.12                6.00                
Vardas2701          Pavarde2701         4.12                6.00                
Vardas987           Pavarde987          4.12                5.00                
Vardas7385          Pavarde7385         4.12                6.00                
Vardas7187          Pavarde7187         4.12                7.00                
Vardas1649          Pavarde1649         4.12                7.00                
Vardas8763          Pavarde8763         4.12                6.00                
Vardas9274          Pavarde9274         4.12                5.00                
Vardas861           Pavarde861          4.12                6.00                
Vardas3806          Pavarde3806         4.12                5.00                
Vardas7123          Pavarde7123         4.12                6.00                
Vardas281           Pavarde281          4.12                7.00                
Vardas9346          Pavarde9346         4.12                9.00                
Vardas4174          Pavarde4174         4.12                7.00                
Vardas5325          Pavarde5325         4.12                6.00                
Vardas8502          Pavarde8502         4.12                6.00                
Vardas1513          Pavarde1513         4.12                9.00                
Vardas7357          Pavarde7357         4.12                5.00                
Vardas7853          Pavarde7853         4.12                7.00                
Vardas1801          Pavarde1801         4.12                5.00                
Vardas3554          Pavarde3554         4.12                6.00                
Vardas3421          Pavarde3421         4.12                6.00                
Vardas6645          Pavarde6645         4.12                4.00                
Vardas7544          Pavarde7544         4.12                6.00                
Vardas1383          Pavarde1383         4.12                5.00                
Vardas559           Pavarde559          4.12                6.00                
Vardas1131          Pavarde1131         4.12                4.00                
Vardas5256          Pavarde5256         4.12                6.00                
Vardas2758          Pavarde2758         4.12                6.00                
Vardas5624          Pavarde5624         4.12                6.00                
Vardas2272          Pavarde2272         4.12                6.00                
Vardas2850          Pavarde2850         4.12                6.00                
Vardas5935          Pavarde5935         4.12                7.00                
Vardas4775          Pavarde4775         4.12                9.00                
Vardas577           Pavarde577          4.12                7.00                
Vardas6601          Pavarde6601         4.12                7.00                
Vardas593           Pavarde593          4.12                7.00                
Vardas5680          Pavarde5680         4.12                8.00                
Vardas6978          Pavarde6978         4.12                6.00                
Vardas1928          Pavarde1928         4.12                9.00                
Vardas8408          Pavarde8408         4.12                7.00                
Vardas3056          Pavarde3056         4.12                6.00                
Vardas7142          Pavarde7142         4.12                7.00                
Vardas8595          Pavarde8595         4.12                6.00                
Vardas7345          Pavarde7345         4.12                6.00                
Vardas8603          Pavarde8603         4.12                6.00                
Vardas1472          Pavarde1472         4.16                8.00                
Vardas8511          Pavarde8511         4.16                9.00                
Vardas5535          Pavarde5535         4.16                8.00                
Vardas6280          Pavarde6280         4.16                9.00                
Vardas6583          Pavarde6583         4.16                9.00                
Vardas7909          Pavarde7909         4.16                7.00                
Vardas4042          Pavarde4042         4.16                9.00                
Vardas7161          Pavarde7161         4.16                9.00                
Vardas8734          Pavarde8734         4.16                8.00                
Vardas7188          Pavarde7188         4.16                8.00                
Vardas4501          Pavarde4501         4.16                9.00                
Vardas646           Pavarde646          4.16                7.00                
Vardas1152          Pavarde1152         4.16                9.00                
Vardas2782          Pavarde2782         4.16                8.00                
Vardas3585          Pavarde3585         4.16                8.00                
Vardas1447          Pavarde1447         4.16                9.00                
Vardas7503          Pavarde7503         4.16                7.00                
Vardas6765          Pavarde6765         4.16                9.00                
Vardas9758          Pavarde9758         4.16                8.00                
Vardas3556          Pavarde3556         4.16                8.00                
Vardas3858          Pavarde3858         4.16                7.00                
Vardas6555          Pavarde6555         4.16                8.00                
Vardas3877          Pavarde3877         4.16                7.00                
Vardas5895          Pavarde5895         4.16                7.00                
Vardas4261          Pavarde4261         4.16                7.00                
Vardas2140          Pavarde2140         4.16                8.00                
Vardas8512          Pavarde8512         4.16                5.00                
Vardas9183          Pavarde9183         4.16                4.00                
Vardas7767          Pavarde7767         4.16                3.00                
Vardas7989          Pavarde7989         4.16                2.00                
Vardas5464          Pavarde5464         4.16                4.00                
Vardas1223          Pavarde1223         4.16                3.00                
Vardas4872          Pavarde4872         4.16                4.00                
Vardas4287          Pavarde4287         4.16                3.00                
Vardas1855          Pavarde1855         4.16                3.00                
Vardas1164          Pavarde1164         4.16                3.00                
Vardas6877          Pavarde6877         4.16                3.00                
Vardas499           Pavarde499          4.16                4.00                
Vardas406           Pavarde406          4.16                4.00                
Vardas9065          Pavarde9065         4.16                4.00                
Vardas3494          Pavarde3494         4.16                4.00                
Vardas4655          Pavarde4655         4.16                2.00                
Vardas6374          Pavarde6374         4.16                4.00                
Vardas4785          Pavarde4785         4.16                3.00                
Vardas5361          Pavarde5361         4.16                3.00                
Vardas6231          Pavarde6231         4.16                5.00                
Vardas2188          Pavarde2188         4.16                5.00                
Vardas473           Pavarde473          4.16                3.00                
Vardas2856          Pavarde2856         4.16                4.00                
Vardas7930          Pavarde7930         4.16                4.00                
Vardas5272          Pavarde5272         4.16                2.00                
Vardas9212          Pavarde9212         4.16                4.00                
Vardas1319          Pavarde1319         4.16                4.00                
Vardas3102          Pavarde3102         4.16                3.00                
Vardas8035          Pavarde8035         4.16                3.00                
Vardas881           Pavarde881          4.16                3.00                
Vardas9130          Pavarde9130         4.16                4.00                
Vardas2519          Pavarde2519         4.16                5.00                
Vardas4388          Pavarde4388         4.16                4.00                
Vardas838           Pavarde838          4.16                4.00                
Vardas9385          Pavarde9385         4.20                5.00                
Vardas5866          Pavarde5866         4.20                7.00                
Vardas6504          Pavarde6504         4.20                5.00                
Vardas6854          Pavarde6854         4.20                5.00                
Vardas3999          Pavarde3999         4.20                6.00                
Vardas8432          Pavarde8432         4.20                6.00                
Vardas4090          Pavarde4090         4.20                7.00                
Vardas3738          Pavarde3738         4.20                2.00                
Vardas5875          Pavarde5875         4.20                5.00                
Vardas9512          Pavarde9512         4.20                2.00                
Vardas1767          Pavarde1767         4.20                9.00                
Vardas4598          Pavarde4598         4.20                6.00                
Vardas6362          Pavarde6362         4.20                3.00                
Vardas9416          Pavarde9416         4.20                6.00                
Vardas9341          Pavarde9341         4.20                6.00                
Vardas6047          Pavarde6047         4.20                6.00                
Vardas3081          Pavarde3081         4.20                6.00                
Vardas7353          Pavarde7353         4.20                6.00                
Vardas2666          Pavarde2666         4.20                7.00                
Vardas3910          Pavarde3910         4.20                2.00                
Vardas3673          Pavarde3673         4.20                5.00                
Vardas7653          Pavarde7653         4.20                5.00                
Vardas4734          Pavarde4734         4.20                5.00                
Vardas6229          Pavarde6229         4.20                7.00                
Vardas1730          Pavarde1730         4.20                6.00                
Vardas3383          Pavarde3383         4.20                3.00                
Vardas90            Pavarde90           4.20                9.00                
Vardas9318          Pavarde9318         4.20                2.00                
Vardas3702          Pavarde3702         4.20                4.00                
Vardas4720          Pavarde4720         4.20                9.00                
Vardas2019          Pavarde2019         4.20                2.00                
Vardas5337          Pavarde5337         4.20                8.00                
Vardas886           Pavarde886          4.20                7.00                
Vardas2182          Pavarde2182         4.20                7.00                
Vardas3113          Pavarde3113         4.20                6.00                
Vardas3715          Pavarde3715         4.20                7.00                
Vardas5523          Pavarde5523         4.20                6.00                
Vardas6954          Pavarde6954         4.20                7.00                
Vardas7433          Pavarde7433         4.20                7.00                
Vardas4937          Pavarde4937         4.20                8.00                
Vardas4034          Pavarde4034         4.20                4.00                
Vardas7230          Pavarde7230         4.20                1.00                
Vardas8624          Pavarde8624         4.20                4.00                
Vardas8331          Pavarde8331         4.20                7.00                
Vardas6387          Pavarde6387         4.20                6.00                
Vardas18            Pavarde18           4.20                7.00                
Vardas9027          Pavarde9027         4.20                2.00                
Vardas4460          Pavarde4460         4.20                6.00                
Vardas6038          Pavarde6038         4.20                7.00                
Vardas6379          Pavarde6379         4.20                7.00                
Vardas817           Pavarde817          4.20                2.00                
Vardas1257          Pavarde1257         4.20                6.00                
Vardas5120          Pavarde5120         4.20                5.00                
Vardas5258          Pavarde5258         4.20                2.00                
Vardas5085          Pavarde5085         4.20                5.00                
Vardas3282          Pavarde3282         4.20                7.00                
Vardas3437          Pavarde3437         4.20                7.00                
Vardas2880          Pavarde2880         4.24                7.00                
Vardas5119          Pavarde5119         4.24                9.00                
Vardas8952          Pavarde8952         4.24                9.00                
Vardas5342          Pavarde5342         4.24                8.00                
Vardas8652          Pavarde8652         4.24                9.00                
Vardas6587          Pavarde6587         4.24                8.00                
Vardas96            Pavarde96           4.24                9.00                
Vardas4408          Pavarde4408         4.24                8.00                
Vardas8677          Pavarde8677         4.24                9.00                
Vardas5731          Pavarde5731         4.24                8.00                
Vardas8172          Pavarde8172         4.24                9.00                
Vardas7625          Pavarde7625         4.24                8.00                
Vardas8463          Pavarde8463         4.24                9.00                
Vardas5102          Pavarde5102         4.24                8.00                
Vardas707           Pavarde707          4.24                9.00                
Vardas4002          Pavarde4002         4.24                7.00                
Vardas31            Pavarde31           4.24                10.00               
Vardas6460          Pavarde6460         4.24                9.00                
Vardas7908          Pavarde7908         4.24                5.00                
Vardas3772          Pavarde3772         4.24                5.00                
Vardas1029          Pavarde1029         4.24                3.00                
Vardas2320          Pavarde2320         4.24                5.00                
Vardas7130          Pavarde7130         4.24                3.00                
Vardas8821          Pavarde8821         4.24                4.00                
Vardas4902          Pavarde4902         4.24                5.00                
Vardas8115          Pavarde8115         4.24                3.00                
Vardas4009          Pavarde4009         4.24                5.00                
Vardas8239          Pavarde8239         4.24                2.00                
Vardas13            Pavarde13           4.24                5.00                
Vardas1735          Pavarde1735         4.24                4.00                
Vardas5280          Pavarde5280         4.24                3.00                
Vardas7509          Pavarde7509         4.24                6.00                
Vardas9856          Pavarde9856         4.24                5.00                
Vardas1330          Pavarde1330         4.24                5.00                
Vardas8422          Pavarde8422         4.24                2.00                
Vardas6267          Pavarde6267         4.24                4.00                
Vardas9221          Pavarde9221         4.24                5.00                
Vardas7660          Pavarde7660         4.24                5.00                
Vardas4926          Pavarde4926         4.24                4.00                
Vardas2375          Pavarde2375         4.24                4.00                
Vardas9233          Pavarde9233         4.24                5.00                
Vardas4638          Pavarde4638         4.24                4.00                
Vardas1544          Pavarde1544         4.24                4.00                
Vardas1573          Pavarde1573         4.24                6.00                
Vardas1832          Pavarde1832         4.24                3.00                
Vardas2879          Pavarde2879         4.24                4.00                
Vardas516           Pavarde516          4.24                6.00                
Vardas676           Pavarde676          4.24                3.00                
Vardas9114          Pavarde9114         4.24                5.00                
Vardas2941          Pavarde2941         4.24                5.00                
Vardas9533          Pavarde9533         4.24                3.00                
Vardas3566          Pavarde3566         4.24                4.00                
Vardas787           Pavarde787          4.28                3.00                
Vardas4059          Pavarde4059         4.28                3.00                
Vardas2465          Pavarde2465         4.28                6.00                
Vardas5927          Pavarde5927         4.28                2.00                
Vardas9074          Pavarde9074         4.28                5.00                
Vardas3775          Pavarde3775         4.28                3.00                
Vardas7305          Pavarde7305         4.28                9.00                
Vardas7295          Pavarde7295         4.28                8.00                
Vardas7339          Pavarde7339         4.28                7.00                
Vardas9561          Pavarde9561         4.28                4.00                
Vardas9287          Pavarde9287         4.28                7.00                
Vardas5552          Pavarde5552         4.28                10.00               
Vardas1871          Pavarde1871         4.28                6.00                
Vardas6009          Pavarde6009         4.28                6.00                
Vardas3936          Pavarde3936         4.28                3.00                
