Vardas              Pavardess           Galutinis vidurkis  Galutine mediana    
Vardas6330          Pavarde6330         6.60                6.00                
Vardas4978          Pavarde4978         6.60                7.00                
Vardas3474          Pavarde3474         6.60                6.00                
Vardas3019          Pavarde3019         6.60                3.00                
Vardas5829          Pavarde5829         6.60                6.00                
Vardas1180          Pavarde1180         6.60                7.00                
Vardas4282          Pavarde4282         6.60                6.00                
Vardas7981          Pavarde7981         6.60                7.00                
Vardas6623          Pavarde6623         6.60                5.00                
Vardas1060          Pavarde1060         6.60                5.00                
Vardas6002          Pavarde6002         6.60                8.00                
Vardas1049          Pavarde1049         6.60                10.00               
Vardas2513          Pavarde2513         6.60                8.00                
Vardas6223          Pavarde6223         6.60                5.00                
Vardas7037          Pavarde7037         6.60                6.00                
Vardas4166          Pavarde4166         6.60                6.00                
Vardas2025          Pavarde2025         6.60                3.00                
Vardas6464          Pavarde6464         6.60                6.00                
Vardas5600          Pavarde5600         6.60                5.00                
Vardas2005          Pavarde2005         6.60                7.00                
Vardas6087          Pavarde6087         6.60                6.00                
Vardas7371          Pavarde7371         6.60                7.00                
Vardas723           Pavarde723          6.60                6.00                
Vardas8890          Pavarde8890         6.60                6.00                
Vardas1526          Pavarde1526         6.64                3.00                
Vardas8968          Pavarde8968         6.64                4.00                
Vardas7622          Pavarde7622         6.64                8.00                
Vardas1578          Pavarde1578         6.64                4.00                
Vardas700           Pavarde700          6.64                4.00                
Vardas7262          Pavarde7262         6.64                4.00                
Vardas672           Pavarde672          6.64                5.00                
Vardas1483          Pavarde1483         6.64                5.00                
Vardas2254          Pavarde2254         6.64                3.00                
Vardas2304          Pavarde2304         6.64                4.00                
Vardas5706          Pavarde5706         6.64                5.00                
Vardas5890          Pavarde5890         6.64                4.00                
Vardas9180          Pavarde9180         6.64                3.00                
Vardas5607          Pavarde5607         6.64                5.00                
Vardas3864          Pavarde3864         6.64                5.00                
Vardas3318          Pavarde3318         6.64                3.00                
Vardas4796          Pavarde4796         6.64                10.00               
Vardas3425          Pavarde3425         6.64                5.00                
Vardas5789          Pavarde5789         6.64                8.00                
Vardas2553          Pavarde2553         6.64                9.00                
Vardas4292          Pavarde4292         6.64                7.00                
Vardas547           Pavarde547          6.64                5.00                
Vardas7784          Pavarde7784         6.64                4.00                
Vardas3164          Pavarde3164         6.64                4.00                
Vardas9386          Pavarde9386         6.64                4.00                
Vardas7888          Pavarde7888         6.64                6.00                
Vardas4180          Pavarde4180         6.64                9.00                
Vardas1711          Pavarde1711         6.64                8.00                
Vardas8128          Pavarde8128         6.64                7.00                
Vardas177           Pavarde177          6.64                7.00                
Vardas1680          Pavarde1680         6.64                8.00                
Vardas3390          Pavarde3390         6.64                4.00                
Vardas9732          Pavarde9732         6.64                9.00                
Vardas5982          Pavarde5982         6.64                8.00                
Vardas4940          Pavarde4940         6.64                5.00                
Vardas3132          Pavarde3132         6.64                5.00                
Vardas7922          Pavarde7922         6.64                9.00                
Vardas1374          Pavarde1374         6.64                4.00                
Vardas5149          Pavarde5149         6.64                4.00                
Vardas7341          Pavarde7341         6.64                3.00                
Vardas8731          Pavarde8731         6.64                4.00                
Vardas9333          Pavarde9333         6.64                6.00                
Vardas4224          Pavarde4224         6.64                6.00                
Vardas6360          Pavarde6360         6.64                4.00                
Vardas7276          Pavarde7276         6.68                6.00                
Vardas9598          Pavarde9598         6.68                7.00                
Vardas6467          Pavarde6467         6.68                8.00                
Vardas7795          Pavarde7795         6.68                5.00                
Vardas4268          Pavarde4268         6.68                6.00                
Vardas1173          Pavarde1173         6.68                2.00                
Vardas9809          Pavarde9809         6.68                6.00                
Vardas9026          Pavarde9026         6.68                5.00                
Vardas3652          Pavarde3652         6.68                7.00                
Vardas3693          Pavarde3693         6.68                6.00                
Vardas3833          Pavarde3833         6.68                2.00                
Vardas5933          Pavarde5933         6.68                6.00                
Vardas6007          Pavarde6007         6.68                6.00                
Vardas3089          Pavarde3089         6.68                5.00                
Vardas7684          Pavarde7684         6.68                3.00                
Vardas1144          Pavarde1144         6.68                6.00                
Vardas6998          Pavarde6998         6.68                6.00                
Vardas219           Pavarde219          6.68                2.00                
Vardas8140          Pavarde8140         6.68                6.00                
Vardas6560          Pavarde6560         6.68                6.00                
Vardas8282          Pavarde8282         6.68                5.00                
Vardas9338          Pavarde9338         6.68                4.00                
Vardas6492          Pavarde6492         6.68                3.00                
Vardas56            Pavarde56           6.68                8.00                
Vardas4248          Pavarde4248         6.68                6.00                
Vardas7764          Pavarde7764         6.68                6.00                
Vardas8653          Pavarde8653         6.68                9.00                
Vardas5766          Pavarde5766         6.68                6.00                
Vardas6019          Pavarde6019         6.68                5.00                
Vardas2197          Pavarde2197         6.68                3.00                
Vardas3044          Pavarde3044         6.68                6.00                
Vardas6476          Pavarde6476         6.68                3.00                
Vardas5807          Pavarde5807         6.68                8.00                
Vardas5921          Pavarde5921         6.68                6.00                
Vardas3513          Pavarde3513         6.68                6.00                
Vardas9832          Pavarde9832         6.68                6.00                
Vardas5400          Pavarde5400         6.68                8.00                
Vardas6439          Pavarde6439         6.68                8.00                
Vardas3509          Pavarde3509         6.68                6.00                
Vardas6666          Pavarde6666         6.68                5.00                
Vardas1439          Pavarde1439         6.68                2.00                
Vardas5038          Pavarde5038         6.68                4.00                
Vardas2673          Pavarde2673         6.68                7.00                
Vardas6913          Pavarde6913         6.68                5.00                
Vardas8568          Pavarde8568         6.68                6.00                
Vardas8508          Pavarde8508         6.68                3.00                
Vardas3210          Pavarde3210         6.68                8.00                
Vardas3047          Pavarde3047         6.68                3.00                
Vardas1619          Pavarde1619         6.68                7.00                
Vardas7076          Pavarde7076         6.68                2.00                
Vardas8413          Pavarde8413         6.68                7.00                
Vardas7862          Pavarde7862         6.68                4.00                
Vardas6864          Pavarde6864         6.68                7.00                
Vardas3184          Pavarde3184         6.68                6.00                
Vardas4765          Pavarde4765         6.68                6.00                
Vardas6459          Pavarde6459         6.68                6.00                
Vardas9457          Pavarde9457         6.68                7.00                
Vardas2961          Pavarde2961         6.68                6.00                
Vardas6719          Pavarde6719         6.68                7.00                
Vardas558           Pavarde558          6.68                5.00                
Vardas4422          Pavarde4422         6.72                3.00                
Vardas9787          Pavarde9787         6.72                7.00                
Vardas1272          Pavarde1272         6.72                4.00                
Vardas6888          Pavarde6888         6.72                4.00                
Vardas4912          Pavarde4912         6.72                5.00                
Vardas989           Pavarde989          6.72                5.00                
Vardas4481          Pavarde4481         6.72                5.00                
Vardas8036          Pavarde8036         6.72                8.00                
Vardas6287          Pavarde6287         6.72                4.00                
Vardas3959          Pavarde3959         6.72                8.00                
Vardas5611          Pavarde5611         6.72                9.00                
Vardas6010          Pavarde6010         6.72                4.00                
Vardas6004          Pavarde6004         6.72                3.00                
Vardas3049          Pavarde3049         6.72                3.00                
Vardas4082          Pavarde4082         6.72                5.00                
Vardas4979          Pavarde4979         6.72                6.00                
Vardas2538          Pavarde2538         6.72                4.00                
Vardas7289          Pavarde7289         6.72                6.00                
Vardas3447          Pavarde3447         6.72                5.00                
Vardas6986          Pavarde6986         6.72                6.00                
Vardas6630          Pavarde6630         6.72                5.00                
Vardas3561          Pavarde3561         6.72                4.00                
Vardas8537          Pavarde8537         6.72                2.00                
Vardas9467          Pavarde9467         6.72                5.00                
Vardas1535          Pavarde1535         6.72                8.00                
Vardas3228          Pavarde3228         6.72                5.00                
Vardas8264          Pavarde8264         6.72                5.00                
Vardas6726          Pavarde6726         6.72                5.00                
Vardas3590          Pavarde3590         6.72                5.00                
Vardas8438          Pavarde8438         6.72                3.00                
Vardas1138          Pavarde1138         6.72                3.00                
Vardas1040          Pavarde1040         6.72                3.00                
Vardas9730          Pavarde9730         6.72                5.00                
Vardas1547          Pavarde1547         6.72                5.00                
Vardas3479          Pavarde3479         6.72                4.00                
Vardas7936          Pavarde7936         6.72                5.00                
Vardas8372          Pavarde8372         6.72                2.00                
Vardas8482          Pavarde8482         6.72                8.00                
Vardas6797          Pavarde6797         6.72                4.00                
Vardas1669          Pavarde1669         6.72                5.00                
Vardas4702          Pavarde4702         6.72                8.00                
Vardas3457          Pavarde3457         6.72                5.00                
Vardas7173          Pavarde7173         6.72                4.00                
Vardas8362          Pavarde8362         6.72                4.00                
Vardas3700          Pavarde3700         6.72                5.00                
Vardas1883          Pavarde1883         6.72                3.00                
Vardas1525          Pavarde1525         6.72                3.00                
Vardas6170          Pavarde6170         6.72                4.00                
Vardas4066          Pavarde4066         6.72                3.00                
Vardas1043          Pavarde1043         6.72                5.00                
Vardas7717          Pavarde7717         6.72                3.00                
Vardas3514          Pavarde3514         6.72                4.00                
Vardas8805          Pavarde8805         6.72                4.00                
Vardas4535          Pavarde4535         6.72                4.00                
Vardas8501          Pavarde8501         6.72                4.00                
Vardas6506          Pavarde6506         6.72                9.00                
Vardas2119          Pavarde2119         6.72                5.00                
Vardas578           Pavarde578          6.72                10.00               
Vardas7247          Pavarde7247         6.76                7.00                
Vardas6487          Pavarde6487         6.76                6.00                
Vardas316           Pavarde316          6.76                7.00                
Vardas5224          Pavarde5224         6.76                2.00                
Vardas263           Pavarde263          6.76                3.00                
Vardas261           Pavarde261          6.76                6.00                
Vardas3620          Pavarde3620         6.76                6.00                
Vardas3891          Pavarde3891         6.76                6.00                
Vardas7735          Pavarde7735         6.76                8.00                
Vardas7075          Pavarde7075         6.76                3.00                
Vardas8777          Pavarde8777         6.76                7.00                
Vardas6494          Pavarde6494         6.76                7.00                
Vardas1627          Pavarde1627         6.76                7.00                
Vardas1992          Pavarde1992         6.76                7.00                
Vardas7866          Pavarde7866         6.76                4.00                
Vardas708           Pavarde708          6.76                7.00                
Vardas9236          Pavarde9236         6.76                3.00                
Vardas1793          Pavarde1793         6.76                5.00                
Vardas4492          Pavarde4492         6.76                8.00                
Vardas2785          Pavarde2785         6.76                6.00                
Vardas9093          Pavarde9093         6.76                3.00                
Vardas6938          Pavarde6938         6.76                7.00                
Vardas8023          Pavarde8023         6.76                7.00                
Vardas8019          Pavarde8019         6.76                6.00                
Vardas8015          Pavarde8015         6.76                4.00                
Vardas1639          Pavarde1639         6.76                6.00                
Vardas6333          Pavarde6333         6.76                8.00                
Vardas2669          Pavarde2669         6.76                1.00                
Vardas8964          Pavarde8964         6.76                7.00                
Vardas626           Pavarde626          6.76                9.00                
Vardas6454          Pavarde6454         6.76                1.00                
Vardas1208          Pavarde1208         6.76                3.00                
Vardas8558          Pavarde8558         6.76                3.00                
Vardas7105          Pavarde7105         6.76                8.00                
Vardas5154          Pavarde5154         6.76                2.00                
Vardas3170          Pavarde3170         6.76                3.00                
Vardas7973          Pavarde7973         6.76                6.00                
Vardas6584          Pavarde6584         6.76                7.00                
Vardas4801          Pavarde4801         6.76                6.00                
Vardas9442          Pavarde9442         6.76                8.00                
Vardas2743          Pavarde2743         6.76                2.00                
Vardas9840          Pavarde9840         6.76                3.00                
Vardas6478          Pavarde6478         6.76                7.00                
Vardas4299          Pavarde4299         6.76                7.00                
Vardas1047          Pavarde1047         6.76                6.00                
Vardas2974          Pavarde2974         6.76                8.00                
Vardas3764          Pavarde3764         6.76                8.00                
Vardas6839          Pavarde6839         6.76                7.00                
Vardas5346          Pavarde5346         6.76                8.00                
Vardas2524          Pavarde2524         6.76                5.00                
Vardas9039          Pavarde9039         6.76                7.00                
Vardas6100          Pavarde6100         6.76                7.00                
Vardas2501          Pavarde2501         6.76                8.00                
Vardas4257          Pavarde4257         6.76                5.00                
Vardas4160          Pavarde4160         6.76                6.00                
Vardas6080          Pavarde6080         6.76                2.00                
Vardas3463          Pavarde3463         6.76                1.00                
Vardas7797          Pavarde7797         6.76                9.00                
Vardas5872          Pavarde5872         6.76                6.00                
Vardas882           Pavarde882          6.76                2.00                
Vardas7306          Pavarde7306         6.76                2.00                
Vardas9698          Pavarde9698         6.76                2.00                
Vardas9423          Pavarde9423         6.76                6.00                
Vardas2449          Pavarde2449         6.76                3.00                
Vardas7497          Pavarde7497         6.76                3.00                
Vardas6505          Pavarde6505         6.76                8.00                
Vardas7270          Pavarde7270         6.76                7.00                
Vardas3420          Pavarde3420         6.76                3.00                
Vardas5692          Pavarde5692         6.76                3.00                
Vardas373           Pavarde373          6.76                7.00                
Vardas6431          Pavarde6431         6.76                7.00                
Vardas7291          Pavarde7291         6.76                3.00                
Vardas4886          Pavarde4886         6.80                6.00                
Vardas4171          Pavarde4171         6.80                6.00                
Vardas8304          Pavarde8304         6.80                9.00                
Vardas9727          Pavarde9727         6.80                4.00                
Vardas824           Pavarde824          6.80                4.00                
Vardas390           Pavarde390          6.80                5.00                
Vardas2415          Pavarde2415         6.80                6.00                
Vardas5688          Pavarde5688         6.80                6.00                
Vardas9764          Pavarde9764         6.80                6.00                
Vardas5530          Pavarde5530         6.80                5.00                
Vardas967           Pavarde967          6.80                5.00                
Vardas5509          Pavarde5509         6.80                5.00                
Vardas2543          Pavarde2543         6.80                10.00               
Vardas8679          Pavarde8679         6.80                7.00                
Vardas4442          Pavarde4442         6.80                5.00                
Vardas9541          Pavarde9541         6.80                5.00                
Vardas2547          Pavarde2547         6.80                4.00                
Vardas8984          Pavarde8984         6.80                6.00                
Vardas9816          Pavarde9816         6.80                4.00                
Vardas2325          Pavarde2325         6.80                8.00                
Vardas756           Pavarde756          6.80                5.00                
Vardas2441          Pavarde2441         6.80                6.00                
Vardas946           Pavarde946          6.80                2.00                
Vardas8456          Pavarde8456         6.80                5.00                
Vardas5127          Pavarde5127         6.80                4.00                
Vardas84            Pavarde84           6.80                5.00                
Vardas8545          Pavarde8545         6.80                5.00                
Vardas4150          Pavarde4150         6.80                4.00                
Vardas5619          Pavarde5619         6.80                4.00                
Vardas9926          Pavarde9926         6.80                5.00                
Vardas9937          Pavarde9937         6.80                5.00                
Vardas7474          Pavarde7474         6.80                8.00                
Vardas4484          Pavarde4484         6.80                6.00                
Vardas3697          Pavarde3697         6.80                8.00                
Vardas4863          Pavarde4863         6.80                5.00                
Vardas6284          Pavarde6284         6.80                5.00                
Vardas2383          Pavarde2383         6.80                6.00                
Vardas997           Pavarde997          6.80                5.00                
Vardas5437          Pavarde5437         6.80                5.00                
Vardas4738          Pavarde4738         6.80                5.00                
Vardas9185          Pavarde9185         6.80                4.00                
Vardas6339          Pavarde6339         6.80                5.00                
Vardas7472          Pavarde7472         6.80                5.00                
Vardas2115          Pavarde2115         6.80                5.00                
Vardas6824          Pavarde6824         6.80                6.00                
Vardas2193          Pavarde2193         6.80                7.00                
Vardas8062          Pavarde8062         6.80                5.00                
Vardas8406          Pavarde8406         6.80                5.00                
Vardas6             Pavarde6            6.80                8.00                
Vardas6699          Pavarde6699         6.80                5.00                
Vardas49            Pavarde49           6.80                5.00                
Vardas9811          Pavarde9811         6.80                5.00                
Vardas947           Pavarde947          6.80                3.00                
Vardas3983          Pavarde3983         6.84                6.00                
Vardas7006          Pavarde7006         6.84                7.00                
Vardas3960          Pavarde3960         6.84                7.00                
Vardas3945          Pavarde3945         6.84                6.00                
Vardas7124          Pavarde7124         6.84                3.00                
Vardas4185          Pavarde4185         6.84                7.00                
Vardas7220          Pavarde7220         6.84                7.00                
Vardas7382          Pavarde7382         6.84                5.00                
Vardas6803          Pavarde6803         6.84                7.00                
Vardas7860          Pavarde7860         6.84                7.00                
Vardas7887          Pavarde7887         6.84                8.00                
Vardas6323          Pavarde6323         6.84                3.00                
Vardas8104          Pavarde8104         6.84                4.00                
Vardas8184          Pavarde8184         6.84                5.00                
Vardas8204          Pavarde8204         6.84                7.00                
Vardas340           Pavarde340          6.84                7.00                
Vardas8216          Pavarde8216         6.84                8.00                
Vardas8284          Pavarde8284         6.84                3.00                
Vardas8604          Pavarde8604         6.84                6.00                
Vardas347           Pavarde347          6.84                8.00                
Vardas6174          Pavarde6174         6.84                6.00                
Vardas3165          Pavarde3165         6.84                5.00                
Vardas8746          Pavarde8746         6.84                9.00                
Vardas8760          Pavarde8760         6.84                7.00                
Vardas3070          Pavarde3070         6.84                6.00                
Vardas8904          Pavarde8904         6.84                6.00                
Vardas8979          Pavarde8979         6.84                7.00                
Vardas9218          Pavarde9218         6.84                3.00                
Vardas5992          Pavarde5992         6.84                2.00                
Vardas580           Pavarde580          6.84                7.00                
Vardas5938          Pavarde5938         6.84                4.00                
Vardas9481          Pavarde9481         6.84                7.00                
Vardas2698          Pavarde2698         6.84                8.00                
Vardas5904          Pavarde5904         6.84                7.00                
Vardas4987          Pavarde4987         6.84                3.00                
Vardas9608          Pavarde9608         6.84                4.00                
Vardas598           Pavarde598          6.84                7.00                
Vardas9615          Pavarde9615         6.84                9.00                
Vardas9704          Pavarde9704         6.84                3.00                
Vardas5850          Pavarde5850         6.84                7.00                
Vardas9756          Pavarde9756         6.84                6.00                
Vardas9792          Pavarde9792         6.84                7.00                
Vardas9853          Pavarde9853         6.84                7.00                
Vardas4578          Pavarde4578         6.84                6.00                
Vardas5780          Pavarde5780         6.84                7.00                
Vardas9982          Pavarde9982         6.84                6.00                
Vardas9992          Pavarde9992         6.84                7.00                
Vardas951           Pavarde951          6.84                6.00                
Vardas1034          Pavarde1034         6.84                7.00                
Vardas1137          Pavarde1137         6.84                3.00                
Vardas1344          Pavarde1344         6.84                7.00                
Vardas1576          Pavarde1576         6.84                2.00                
Vardas1600          Pavarde1600         6.84                7.00                
Vardas1782          Pavarde1782         6.84                4.00                
Vardas1903          Pavarde1903         6.84                2.00                
Vardas2009          Pavarde2009         6.84                7.00                
Vardas2015          Pavarde2015         6.84                4.00                
Vardas2044          Pavarde2044         6.84                7.00                
Vardas2138          Pavarde2138         6.84                2.00                
Vardas5123          Pavarde5123         6.84                8.00                
Vardas5199          Pavarde5199         6.84                3.00                
Vardas5264          Pavarde5264         6.84                10.00               
Vardas4873          Pavarde4873         6.84                6.00                
Vardas448           Pavarde448          6.84                7.00                
Vardas5277          Pavarde5277         6.84                7.00                
Vardas5350          Pavarde5350         6.84                6.00                
Vardas456           Pavarde456          6.84                4.00                
Vardas4770          Pavarde4770         6.84                6.00                
Vardas5752          Pavarde5752         6.84                7.00                
Vardas4116          Pavarde4116         6.84                4.00                
Vardas6733          Pavarde6733         6.84                6.00                
Vardas6669          Pavarde6669         6.84                2.00                
Vardas6646          Pavarde6646         6.84                7.00                
Vardas4024          Pavarde4024         6.84                10.00               
Vardas532           Pavarde532          6.88                9.00                
Vardas975           Pavarde975          6.88                4.00                
Vardas404           Pavarde404          6.88                4.00                
Vardas2532          Pavarde2532         6.88                5.00                
Vardas3516          Pavarde3516         6.88                7.00                
Vardas9842          Pavarde9842         6.88                7.00                
Vardas2233          Pavarde2233         6.88                3.00                
Vardas6893          Pavarde6893         6.88                2.00                
Vardas2915          Pavarde2915         6.88                5.00                
Vardas7810          Pavarde7810         6.88                4.00                
Vardas2853          Pavarde2853         6.88                5.00                
Vardas2630          Pavarde2630         6.88                4.00                
Vardas1078          Pavarde1078         6.88                4.00                
Vardas3110          Pavarde3110         6.88                7.00                
Vardas7269          Pavarde7269         6.88                4.00                
Vardas7617          Pavarde7617         6.88                4.00                
Vardas2052          Pavarde2052         6.88                5.00                
Vardas2637          Pavarde2637         6.88                4.00                
Vardas2373          Pavarde2373         6.88                4.00                
Vardas5401          Pavarde5401         6.88                6.00                
Vardas205           Pavarde205          6.88                5.00                
Vardas7100          Pavarde7100         6.88                5.00                
Vardas2100          Pavarde2100         6.88                4.00                
Vardas1354          Pavarde1354         6.88                3.00                
Vardas4820          Pavarde4820         6.88                5.00                
Vardas7724          Pavarde7724         6.88                5.00                
Vardas7343          Pavarde7343         6.88                6.00                
Vardas6605          Pavarde6605         6.88                5.00                
Vardas8333          Pavarde8333         6.88                6.00                
Vardas659           Pavarde659          6.88                6.00                
Vardas5679          Pavarde5679         6.88                10.00               
Vardas3016          Pavarde3016         6.88                4.00                
Vardas6236          Pavarde6236         6.88                5.00                
Vardas8961          Pavarde8961         6.88                5.00                
Vardas7451          Pavarde7451         6.88                6.00                
Vardas2253          Pavarde2253         6.88                5.00                
Vardas8613          Pavarde8613         6.88                2.00                
Vardas4521          Pavarde4521         6.88                4.00                
Vardas9404          Pavarde9404         6.88                5.00                
Vardas7052          Pavarde7052         6.88                5.00                
Vardas6979          Pavarde6979         6.88                5.00                
Vardas3909          Pavarde3909         6.88                3.00                
Vardas2567          Pavarde2567         6.88                4.00                
Vardas8973          Pavarde8973         6.88                4.00                
Vardas3591          Pavarde3591         6.88                5.00                
Vardas9491          Pavarde9491         6.88                2.00                
Vardas5837          Pavarde5837         6.88                6.00                
Vardas6493          Pavarde6493         6.88                4.00                
Vardas1206          Pavarde1206         6.88                5.00                
Vardas4092          Pavarde4092         6.88                4.00                
Vardas9748          Pavarde9748         6.88                6.00                
Vardas7799          Pavarde7799         6.88                6.00                
Vardas5385          Pavarde5385         6.88                5.00                
Vardas554           Pavarde554          6.88                5.00                
Vardas4507          Pavarde4507         6.88                3.00                
Vardas7869          Pavarde7869         6.88                5.00                
Vardas381           Pavarde381          6.88                7.00                
Vardas5489          Pavarde5489         6.88                5.00                
Vardas7783          Pavarde7783         6.88                5.00                
Vardas1295          Pavarde1295         6.88                7.00                
Vardas9116          Pavarde9116         6.88                5.00                
Vardas4726          Pavarde4726         6.88                7.00                
Vardas4138          Pavarde4138         6.88                4.00                
Vardas5565          Pavarde5565         6.88                4.00                
Vardas4471          Pavarde4471         6.88                9.00                
Vardas4022          Pavarde4022         6.88                4.00                
Vardas8452          Pavarde8452         6.88                5.00                
Vardas5580          Pavarde5580         6.88                5.00                
Vardas8377          Pavarde8377         6.88                5.00                
Vardas3562          Pavarde3562         6.88                6.00                
Vardas2155          Pavarde2155         6.88                5.00                
Vardas8724          Pavarde8724         6.88                3.00                
Vardas8733          Pavarde8733         6.88                4.00                
Vardas6480          Pavarde6480         6.92                2.00                
Vardas3830          Pavarde3830         6.92                3.00                
Vardas4377          Pavarde4377         6.92                2.00                
Vardas4566          Pavarde4566         6.92                2.00                
Vardas3338          Pavarde3338         6.92                8.00                
Vardas8986          Pavarde8986         6.92                2.00                
Vardas4807          Pavarde4807         6.92                1.00                
Vardas3731          Pavarde3731         6.92                2.00                
Vardas407           Pavarde407          6.92                2.00                
Vardas5696          Pavarde5696         6.92                4.00                
Vardas7558          Pavarde7558         6.92                7.00                
Vardas3808          Pavarde3808         6.92                5.00                
Vardas4975          Pavarde4975         6.92                3.00                
Vardas4751          Pavarde4751         6.92                7.00                
Vardas7868          Pavarde7868         6.92                8.00                
Vardas4619          Pavarde4619         6.92                3.00                
Vardas121           Pavarde121          6.92                8.00                
Vardas3578          Pavarde3578         6.92                9.00                
Vardas528           Pavarde528          6.92                7.00                
Vardas3302          Pavarde3302         6.92                7.00                
Vardas8317          Pavarde8317         6.92                6.00                
Vardas6291          Pavarde6291         6.92                2.00                
Vardas7020          Pavarde7020         6.92                3.00                
Vardas4529          Pavarde4529         6.92                7.00                
Vardas1736          Pavarde1736         6.92                4.00                
Vardas562           Pavarde562          6.92                4.00                
Vardas5728          Pavarde5728         6.92                5.00                
Vardas9714          Pavarde9714         6.92                3.00                
Vardas3200          Pavarde3200         6.92                3.00                
Vardas7748          Pavarde7748         6.92                8.00                
Vardas8358          Pavarde8358         6.92                2.00                
Vardas6806          Pavarde6806         6.92                6.00                
Vardas1683          Pavarde1683         6.92                3.00                
Vardas7293          Pavarde7293         6.92                2.00                
Vardas7139          Pavarde7139         6.92                8.00                
Vardas4795          Pavarde4795         6.92                9.00                
Vardas6082          Pavarde6082         6.92                3.00                
Vardas5403          Pavarde5403         6.92                3.00                
Vardas6117          Pavarde6117         6.92                8.00                
Vardas1684          Pavarde1684         6.92                7.00                
Vardas9600          Pavarde9600         6.92                2.00                
Vardas3035          Pavarde3035         6.92                7.00                
Vardas4241          Pavarde4241         6.92                8.00                
Vardas6171          Pavarde6171         6.92                7.00                
Vardas802           Pavarde802          6.92                4.00                
Vardas8686          Pavarde8686         6.92                8.00                
Vardas8267          Pavarde8267         6.92                3.00                
Vardas813           Pavarde813          6.92                3.00                
Vardas6676          Pavarde6676         6.92                2.00                
Vardas3900          Pavarde3900         6.92                4.00                
Vardas2376          Pavarde2376         6.92                5.00                
Vardas883           Pavarde883          6.92                7.00                
Vardas3100          Pavarde3100         6.92                7.00                
Vardas2930          Pavarde2930         6.92                3.00                
Vardas4828          Pavarde4828         6.92                7.00                
Vardas666           Pavarde666          6.92                7.00                
Vardas7809          Pavarde7809         6.92                3.00                
Vardas2499          Pavarde2499         6.92                9.00                
Vardas3139          Pavarde3139         6.92                8.00                
Vardas2186          Pavarde2186         6.92                8.00                
Vardas3862          Pavarde3862         6.92                4.00                
Vardas8664          Pavarde8664         6.92                9.00                
Vardas5799          Pavarde5799         6.92                9.00                
Vardas4861          Pavarde4861         6.92                4.00                
Vardas3393          Pavarde3393         6.92                2.00                
Vardas3698          Pavarde3698         6.92                8.00                
Vardas2943          Pavarde2943         6.92                4.00                
Vardas9857          Pavarde9857         6.92                4.00                
Vardas3973          Pavarde3973         6.92                6.00                
Vardas9683          Pavarde9683         6.92                7.00                
Vardas9230          Pavarde9230         6.92                7.00                
Vardas1308          Pavarde1308         6.96                10.00               
Vardas443           Pavarde443          6.96                5.00                
Vardas6440          Pavarde6440         6.96                5.00                
Vardas5640          Pavarde5640         6.96                5.00                
Vardas1109          Pavarde1109         6.96                8.00                
Vardas4371          Pavarde4371         6.96                3.00                
Vardas508           Pavarde508          6.96                5.00                
Vardas8291          Pavarde8291         6.96                6.00                
Vardas9067          Pavarde9067         6.96                6.00                
Vardas8548          Pavarde8548         6.96                6.00                
Vardas6304          Pavarde6304         6.96                6.00                
Vardas603           Pavarde603          6.96                7.00                
Vardas6822          Pavarde6822         6.96                6.00                
Vardas616           Pavarde616          6.96                5.00                
Vardas9271          Pavarde9271         6.96                5.00                
Vardas663           Pavarde663          6.96                5.00                
Vardas2987          Pavarde2987         6.96                6.00                
Vardas5999          Pavarde5999         6.96                6.00                
Vardas2895          Pavarde2895         6.96                5.00                
Vardas8518          Pavarde8518         6.96                5.00                
Vardas8082          Pavarde8082         6.96                5.00                
Vardas716           Pavarde716          6.96                5.00                
Vardas2845          Pavarde2845         6.96                5.00                
Vardas720           Pavarde720          6.96                4.00                
Vardas5286          Pavarde5286         6.96                8.00                
Vardas4453          Pavarde4453         6.96                5.00                
Vardas754           Pavarde754          6.96                4.00                
